Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Progress,Value
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,101.1,98.9
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,115.6,115.6
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,116.0,116.0
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,106.55,93.45
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,178.81,21.19
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,120.65,120.65
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,106.32,106.32
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,103.0,103.0
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,118.68,118.68
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,108.06,91.94
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,179.01999999999998,20.98
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,101.15,98.85
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gaztelu,%,Gaztelu,101.63,101.63
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,105.22,105.22
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,101.72,101.72
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,110.23,89.77
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,102.15,97.85
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,101.58,98.42
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,102.73,102.73
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,106.43,93.57
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,104.34,95.66
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,115.87,115.87
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,100.52,99.48
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,106.35,106.35
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,116.43,83.57
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,109.39,90.61
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gernika-Lumo,%,Gernika-Lumo,120.85,79.15
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,108.5,108.5
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,102.59,97.41
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,106.81,93.19
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,119.2,80.8
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,110.0,110.0
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,105.2,105.2
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,109.29,109.29
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,100.87,100.87
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,113.99,86.01
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,105.24,94.76
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,102.15,97.85
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,116.23,116.23
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,101.91,101.91
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getaria,%,Getaria,107.26,107.26
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,107.93,92.07
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,100.95,100.95
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,109.77,109.77
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,106.57,93.43
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,108.05,108.05
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,102.55,97.45
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,104.86,104.86
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,126.52,126.52
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,122.3,77.7
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,101.09,101.09
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,113.93,113.93
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,100.34,99.66
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,106.85,93.15
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Getxo,%,Getxo,102.19,97.81
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,104.49,95.51
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,102.42,97.58
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,116.21,83.79
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,119.36,80.64
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,123.94,76.06
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,146.95,146.95
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,170.88,170.88
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,101.11,98.89
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,106.38,106.38
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,110.08,110.08
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,100.17,100.17
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,118.35,81.65
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,112.93,87.07
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gizaburuaga,%,Gizaburuaga,156.57999999999998,43.42
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,131.13,131.13
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,144.42,144.42
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,110.05,110.05
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,138.92,138.92
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,128.4,128.4
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,112.62,112.62
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,136.4,136.4
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,117.31,117.31
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,105.43,105.43
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,100.16,99.84
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,107.17,92.83
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,117.45,117.45
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,157.26,157.26
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gordexola,%,Gordexola,192.12,192.12
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,102.49,97.51
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,106.61,93.39
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,103.23,103.23
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,104.85,104.85
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,123.52,123.52
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,102.8,102.8
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,161.33,161.33
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,106.29,93.71
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,113.59,113.59
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,159.22,159.22
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,103.7,103.7
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,106.33,93.67
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,104.32,95.68
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Gorliz,%,Gorliz,107.16,92.84
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,144.91,144.91
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,106.26,106.26
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,105.19,94.81
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,102.86,102.86
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,104.5,95.5
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,110.93,110.93
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,107.79,107.79
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,132.91,132.91
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,112.38,112.38
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,104.05,95.95
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,103.84,103.84
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,104.68,95.32
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,101.42,101.42
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Güeñes,%,Güeñes,107.91,107.91
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,106.12,93.88
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,101.33,98.67
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,105.39,94.61
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,105.05,105.05
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,109.58,109.58
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,111.38,88.62
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,107.6,92.4
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,125.67,74.33
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,113.45,113.45
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,101.27,101.27
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,108.03,91.97
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,185.5,185.5
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,105.08,94.92
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Harana/Valle de Arana,%,Harana/Valle de Arana,104.92,104.92
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,101.69,98.31
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,109.78,109.78
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,117.46,117.46
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,107.56,92.44
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,107.85,92.15
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,111.06,88.94
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,115.73,84.27
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,102.63,97.37
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,101.8,98.2
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,104.3,95.7
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,102.67,102.67
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,102.19,97.81
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,102.35,102.35
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernani,%,Hernani,100.6,99.4
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,117.91,82.09
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,126.46,73.54
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,252.9,252.9
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,124.29,75.71
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,123.17,76.83
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,196.37,196.37
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,102.66,97.34
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,120.73,79.27
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,107.73,92.27
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,129.85,129.85
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,111.1,111.1
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,104.35,104.35
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,108.11,91.89
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hernialde,%,Hernialde,127.66,72.34
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,104.9,95.1
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,114.69,85.31
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,117.0,83.0
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,138.35,138.35
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,106.9,93.1
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,108.65,108.65
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,101.25,101.25
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,114.99,114.99
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,133.35,133.35
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,108.13,91.87
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,131.95,131.95
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,112.2,112.2
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,103.73,96.27
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Hondarribia,%,Hondarribia,107.55,107.55
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,126.8,73.2
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,103.35,103.35
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,114.05,114.05
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,100.06,100.06
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,130.47,130.47
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,101.68,101.68
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,104.99,95.01
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,110.49,89.51
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,106.95,93.05
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,100.61,99.39
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,102.03,102.03
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,130.98,130.98
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,100.17,99.83
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarra,%,Ibarra,102.1,97.9
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,100.75,99.25
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,110.25,110.25
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,108.18,108.18
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,110.17,110.17
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,102.21,102.21
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,101.58,101.58
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,103.97,96.03
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,113.7,113.7
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,106.01,106.01
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,105.1,105.1
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,105.88,105.88
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,106.67,93.33
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,149.63,149.63
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Ibarrangelu,%,Ibarrangelu,110.86,110.86
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,107.19,107.19
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,104.33,104.33
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,139.74,60.26
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,103.42,96.58
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,100.31,100.31
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,111.24,88.76
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,105.13,105.13
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,101.68,101.68
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,101.66,98.34
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,107.11,92.89
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,118.61,81.39
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,111.53,88.47
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,141.29,141.29
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Idiazabal,%,Idiazabal,104.82,104.82
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,111.35,111.35
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,103.7,103.7
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,112.38,112.38
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,105.84,105.84
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,100.33,100.33
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,106.0,94.0
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,117.84,117.84
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,104.65,104.65
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,,Igorre,%,Igorre,100.13,99.87
