Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Progress,Value
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,105.64,105.64
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,102.96,97.04
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,111.61,88.39
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,107.95,107.95
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,112.06,112.06
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,104.45,104.45
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,104.37,104.37
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,103.64,103.64
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,107.81,107.81
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,104.49,104.49
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,108.28,108.28
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Arratia Nerbioi / Arratia-Nervión,,%,Arratia Nerbioi / Arratia-Nervión,104.95,104.95
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,101.48,101.48
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,106.94,93.06
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,110.7,110.7
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,100.54,99.46
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,103.71,103.71
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,109.47,109.47
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,116.47,116.47
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,101.37,101.37
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,115.09,84.91
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,107.8,92.2
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,109.46,109.46
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,106.08,106.08
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,102.83,97.17
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bidasoa Beherea / Bajo Bidasoa,,%,Bidasoa Beherea / Bajo Bidasoa,101.31,101.31
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,105.61,94.39
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,116.19,116.19
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,107.07,107.07
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,101.12,98.88
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,101.71,98.29
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,101.21,98.79
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,100.95,99.05
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,100.43,99.57
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,101.83,101.83
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,106.1,106.1
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,104.96,95.04
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,102.97,102.97
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,100.29,100.29
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Bilbo Handia / Gran Bilbao,,%,Bilbo Handia / Gran Bilbao,101.23,98.77
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,100.27,100.27
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,114.71,114.71
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,108.29,91.71
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,105.12,94.88
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,100.56,100.56
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,104.6,95.4
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,100.82,99.18
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,100.87,99.13
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,101.88,101.88
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,112.63,112.63
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,110.35,89.65
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,102.04,102.04
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,109.0,91.0
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debabarrena / Bajo Deba,,%,Debabarrena / Bajo Deba,103.9,96.1
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.06,100.06
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,108.64,108.64
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,107.5,92.5
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,105.46,94.54
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,102.68,97.32
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,104.43,104.43
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,103.05,96.95
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.02,100.02
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,104.98,95.02
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,105.93,94.07
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.86,100.86
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.6,99.4
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,100.97,99.03
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Debagoiena / Alto Deba,,%,Debagoiena / Alto Deba,104.46,95.54
2020,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,104.53,95.47
2016,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,101.58,98.42
2022,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,102.62,97.38
2021,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,102.83,102.83
2015,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,114.17,85.83
2011,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,102.4,97.6
2017,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,109.98,90.02
2014,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,114.93,85.07
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,112.73,87.27
2019,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,103.06,96.94
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,105.58,94.42
2023,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,103.84,96.16
2018,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,108.14,91.86
2010,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Donostialdea,,%,Donostialdea,101.79,101.79
2013,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,105.07,105.07
2012,Gasto liquidado de las administraciones locales en proporción al presupuesto aprobado originalmente,,Durangaldea / Duranguesado,,%,Durangaldea / Duranguesado,100.66,99.34
